Section	Item Type	Date	Title	Author	Link	Tags	Teaser
Quotes	Quotation	2006-11-30 14:29:32	Down These Mean Streets	Raymond Chandler	quotes/down-these-mean-streets.html	individuals	Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid. If there were enough like him, I think the world would be a very safe place to live in, and yet not too dull to be worth living in.
Quotes	Quotation	2007-02-28 05:24:29	Expectations of holiness	William Blake	quotes/expectations-of-holiness.html	imperfection	It is not because angels are holier than men or devils that makes them angels, but because they do not expect holiness from one another, but from God only.
Quotes	Quotation	2011-04-22 06:12:38	We are in Eden still	G. K. Chesterton	quotes/we-are-in-eden-still.html	humanism, wonder	There runs a strange law through the length of human history -- that men are continually tending to undervalue their environment, to undervalue their happiness, to undervalue themselves. The great sin of mankind, the sin typified by the fall of Adam, is the tendency, not towards pride, but towards this weird and horrible humility. This is the great fall, the fall by which the fish forgets the sea, the ox forgets the meadow, the clerk forgets the city, every man forgets his environment and, in the fullest and most literal sense, forgets himself. This is the real fall of Adam, and it is a spiritual fall. It is a strange thing that many truly spiritual men, such as General Gordon, have actually spent some hours in speculating upon the precise location of the Garden of Eden. Most probably we are in Eden still. It is only our eyes that have changed.
Quotes	Quotation	2016-02-21 07:42:13	People with Passion	Steve Jobs	quotes/people-with-passion.html	individuals, progress	People with passion can change the world for the better. 
Quotes	Quotation	2006-11-30 14:29:31	Every Third American	H. L. Mencken	quotes/every-third-american.html	liberty	We are, in fact, a nation of evangelists; every third American devotes himself to improving and lifting up his fellow citizens, usually by force; the messianic delusion is our national disease.
Quotes	Quotation	2018-12-28 11:18:17	Capitalism as a Market Society	Yanis Varoufakis	quotes/capitalism-as-a-market-society.html	critical thinking, equality, society, systemic	Readers may be surprised by the absence of any mention of 'capital' or 'capitalism' in the book. I chose to leave out such words not because there is anything wrong with them but because, loaded as they are with heavy baggage, they get in the way of illuminating the essence of things. So, instead of speaking about capitalism, I use the term 'market society.' Instead of 'capital,' you will find more normal words like 'machinery' and 'produced means of production.' Why use jargon if we can avoid it?
Quotes	Quotation	2017-02-21 11:04:03	You can simply focus on raising a human being	Anu Partanen	quotes/you-can-simply-focus-on-raising-a-human-being.html	education, parenthood	Imagine, then, what it's like to be a Nordic parent. You can simply focus on raising a human being, in an age-appropriate way at every stage, without ever once feeling guilty that you're not saving enough money, or not making enough money, to secure them the college education they'll need to avoid ending up in the gutter. 
Quotes	Quotation	2016-11-14 15:57:21	Deeper convictions of the heart	Leonard Cohen	quotes/deeper-convictions-of-the-heart.html	art	Does he learn anything from writing them [his songs]? Does he work out ideas that way? "I think you work out something. I wouldn't call them ideas. I think ideas are what you want to get rid of. I don't really like songs with ideas. They tend to become slogans. They tend to be on the right side of things: ecology or vegetarianism or antiwar. All these are wonderful ideas but I like to work on a song until those slogans, as wonderful as they are and as wholesome as the ideas they promote are, dissolve into deeper convictions of the heart. I never set out to write a didactic song. It's just my experience. All I've got to put in a song is my own experience."
Quotes	Quotation	2010-08-21 12:50:18	The Loftiest and Purest Art	Walt Whitman	quotes/the-loftiest-and-purest-art.html	art	Talk not so much, then, young artist, of the great old masters, who but painted and chisell'd. Study not only their productions. There is a still higher school for him who would kindle his fire with coal from the altar of the loftiest and purest art. It is the school of all grand actions and grand virtues, of heroism, of the death of patriots and martyrs -- of all the mighty deeds written in the pages of history -- deeds of daring, and enthusiasm, devotion, and fortitude.
Quotes	Quotation	2018-01-21 16:06:48	A working simple system	John Gall	quotes/a-working-simple-system.html	evolution, systemic	A complex system that works is invariably found to have evolved from a simple system that worked. The inverse proposition also appears to be true. A complex system designed from scratch never works and cannot be made to work. You have to start over beginning with a working simple system. 
Quotes	Quotation	2018-01-21 15:51:23	Rough consensus and running code	David D. Clark	quotes/rough-consensus-and-running-code.html	practical	We reject: kings, presidents, and voting. We believe in: rough consensus and running code. 
